"TIME","GEO","SPDEPS","UNIT","Value","Flag and Footnotes"
"2014","Cyprus","Sickness/Health care","Euro per inhabitant","917.13",""
"2014","Cyprus","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","883.19",""
"2014","Cyprus","Sickness/Health care","Million units of national currency","781.86",""
"2014","Cyprus","Sickness/Health care","Percentage of gross domestic product (GDP)","4.5",""
"2014","Cyprus","Sickness/Health care","Percentage of total expenditure","19.37",""
"2014","Latvia","Total expenditure","Million euro","3,418.27","p"
"2014","Latvia","Total expenditure","Million euro (at constant 2010 prices)","3,040.33","p"
"2014","Latvia","Total expenditure","Euro per inhabitant","1,714.47","p"
"2014","Latvia","Total expenditure","Euro per inhabitant (at constant 2010 prices)","1,524.91","p"
"2014","Latvia","Total expenditure","Million units of national currency","3,418.27","p"
"2014","Latvia","Total expenditure","Percentage of gross domestic product (GDP)","14.5","p"
"2014","Latvia","Total expenditure","Percentage of total expenditure","100.00","p"
"2014","Latvia","Social protection benefits","Million euro","3,369.80","p"
"2014","Latvia","Social protection benefits","Million euro (at constant 2010 prices)","2,997.21","p"
"2014","Latvia","Social protection benefits","Euro per inhabitant","1,690.15","p"
"2014","Latvia","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","1,503.28","p"
"2014","Latvia","Social protection benefits","Million units of national currency","3,369.80","p"
"2014","Latvia","Social protection benefits","Percentage of gross domestic product (GDP)","14.3","p"
"2014","Latvia","Social protection benefits","Percentage of total expenditure","98.58","p"
"2014","Latvia","Administration costs","Million euro","47.59","e"
"2014","Latvia","Administration costs","Million euro (at constant 2010 prices)","42.33","e"
"2014","Latvia","Administration costs","Euro per inhabitant","23.87","e"
"2014","Latvia","Administration costs","Euro per inhabitant (at constant 2010 prices)","21.23","e"
"2014","Latvia","Administration costs","Million units of national currency","47.59","e"
"2014","Latvia","Administration costs","Percentage of gross domestic product (GDP)","0.2","e"
"2014","Latvia","Administration costs","Percentage of total expenditure","1.39","e"
"2014","Latvia","Other expenditure","Million euro","0.89","p"
"2014","Latvia","Other expenditure","Million euro (at constant 2010 prices)","0.79","p"
"2014","Latvia","Other expenditure","Euro per inhabitant","0.45","p"
"2014","Latvia","Other expenditure","Euro per inhabitant (at constant 2010 prices)","0.40","p"
"2014","Latvia","Other expenditure","Million units of national currency","0.89","p"
"2014","Latvia","Other expenditure","Percentage of gross domestic product (GDP)","0.0","p"
"2014","Latvia","Other expenditure","Percentage of total expenditure","0.03","p"
"2014","Latvia","Sickness/Health care","Million euro","815.38","p"
"2014","Latvia","Sickness/Health care","Million euro (at constant 2010 prices)","725.23","p"
"2014","Latvia","Sickness/Health care","Euro per inhabitant","408.96","p"
"2014","Latvia","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","363.75","p"
"2014","Latvia","Sickness/Health care","Million units of national currency","815.38","p"
"2014","Latvia","Sickness/Health care","Percentage of gross domestic product (GDP)","3.5","p"
"2014","Latvia","Sickness/Health care","Percentage of total expenditure","23.85","p"
"2014","Lithuania","Total expenditure","Million euro","5,389.90","p"
"2014","Lithuania","Total expenditure","Million euro (at constant 2010 prices)","4,968.20","p"
"2014","Lithuania","Total expenditure","Euro per inhabitant","1,838.07","p"
"2014","Lithuania","Total expenditure","Euro per inhabitant (at constant 2010 prices)","1,694.26","p"
"2014","Lithuania","Total expenditure","Million units of national currency","5,389.90","p"
"2014","Lithuania","Total expenditure","Percentage of gross domestic product (GDP)","14.7","p"
"2014","Lithuania","Total expenditure","Percentage of total expenditure","100.00","p"
"2014","Lithuania","Social protection benefits","Million euro","5,107.53","p"
"2014","Lithuania","Social protection benefits","Million euro (at constant 2010 prices)","4,707.93","p"
"2014","Lithuania","Social protection benefits","Euro per inhabitant","1,741.78","p"
"2014","Lithuania","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","1,605.50","p"
"2014","Lithuania","Social protection benefits","Million units of national currency","5,107.53","p"
"2014","Lithuania","Social protection benefits","Percentage of gross domestic product (GDP)","14.0","p"
"2014","Lithuania","Social protection benefits","Percentage of total expenditure","94.76","p"
"2014","Lithuania","Administration costs","Million euro","118.86","p"
"2014","Lithuania","Administration costs","Million euro (at constant 2010 prices)","109.56","p"
"2014","Lithuania","Administration costs","Euro per inhabitant","40.54","p"
"2014","Lithuania","Administration costs","Euro per inhabitant (at constant 2010 prices)","37.36","p"
"2014","Lithuania","Administration costs","Million units of national currency","118.86","p"
"2014","Lithuania","Administration costs","Percentage of gross domestic product (GDP)","0.3","p"
"2014","Lithuania","Administration costs","Percentage of total expenditure","2.21","p"
"2014","Lithuania","Other expenditure","Million euro","163.51","p"
"2014","Lithuania","Other expenditure","Million euro (at constant 2010 prices)","150.71","p"
"2014","Lithuania","Other expenditure","Euro per inhabitant","55.76","p"
"2014","Lithuania","Other expenditure","Euro per inhabitant (at constant 2010 prices)","51.40","p"
"2014","Lithuania","Other expenditure","Million units of national currency","163.51","p"
"2014","Lithuania","Other expenditure","Percentage of gross domestic product (GDP)","0.4","p"
"2014","Lithuania","Other expenditure","Percentage of total expenditure","3.03","p"
"2014","Lithuania","Sickness/Health care","Million euro","1,498.90","p"
"2014","Lithuania","Sickness/Health care","Million euro (at constant 2010 prices)","1,381.63","p"
"2014","Lithuania","Sickness/Health care","Euro per inhabitant","511.16","p"
"2014","Lithuania","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","471.16","p"
"2014","Lithuania","Sickness/Health care","Million units of national currency","1,498.90","p"
"2014","Lithuania","Sickness/Health care","Percentage of gross domestic product (GDP)","4.1","p"
"2014","Lithuania","Sickness/Health care","Percentage of total expenditure","27.81","p"
"2014","Luxembourg","Total expenditure","Million euro","11,197.49",""
"2014","Luxembourg","Total expenditure","Million euro (at constant 2010 prices)","10,317.80",""
"2014","Luxembourg","Total expenditure","Euro per inhabitant","20,127.83",""
"2014","Luxembourg","Total expenditure","Euro per inhabitant (at constant 2010 prices)","18,546.55",""
"2014","Luxembourg","Total expenditure","Million units of national currency","11,197.49",""
"2014","Luxembourg","Total expenditure","Percentage of gross domestic product (GDP)","22.7",""
"2014","Luxembourg","Total expenditure","Percentage of total expenditure","100.00",""
"2014","Luxembourg","Social protection benefits","Million euro","11,025.01",""
"2014","Luxembourg","Social protection benefits","Million euro (at constant 2010 prices)","10,158.86",""
"2014","Luxembourg","Social protection benefits","Euro per inhabitant","19,817.78",""
"2014","Luxembourg","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","18,260.86",""
"2014","Luxembourg","Social protection benefits","Million units of national currency","11,025.01",""
"2014","Luxembourg","Social protection benefits","Percentage of gross domestic product (GDP)","22.4",""
"2014","Luxembourg","Social protection benefits","Percentage of total expenditure","98.46",""
"2014","Luxembourg","Administration costs","Million euro","158.23",""
"2014","Luxembourg","Administration costs","Million euro (at constant 2010 prices)","145.80",""
"2014","Luxembourg","Administration costs","Euro per inhabitant","284.42",""
"2014","Luxembourg","Administration costs","Euro per inhabitant (at constant 2010 prices)","262.08",""
"2014","Luxembourg","Administration costs","Million units of national currency","158.23",""
"2014","Luxembourg","Administration costs","Percentage of gross domestic product (GDP)","0.3",""
"2014","Luxembourg","Administration costs","Percentage of total expenditure","1.41",""
"2014","Luxembourg","Other expenditure","Million euro","14.26",""
"2014","Luxembourg","Other expenditure","Million euro (at constant 2010 prices)","13.14",""
"2014","Luxembourg","Other expenditure","Euro per inhabitant","25.63",""
"2014","Luxembourg","Other expenditure","Euro per inhabitant (at constant 2010 prices)","23.61",""
"2014","Luxembourg","Other expenditure","Million units of national currency","14.26",""
"2014","Luxembourg","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2014","Luxembourg","Other expenditure","Percentage of total expenditure","0.13",""
"2014","Luxembourg","Sickness/Health care","Million euro","2,789.80",""
"2014","Luxembourg","Sickness/Health care","Million euro (at constant 2010 prices)","2,570.62",""
"2014","Luxembourg","Sickness/Health care","Euro per inhabitant","5,014.74",""
"2014","Luxembourg","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","4,620.77",""
"2014","Luxembourg","Sickness/Health care","Million units of national currency","2,789.80",""
"2014","Luxembourg","Sickness/Health care","Percentage of gross domestic product (GDP)","5.7",""
"2014","Luxembourg","Sickness/Health care","Percentage of total expenditure","24.91",""
"2014","Hungary","Total expenditure","Million euro","20,926.86",""
"2014","Hungary","Total expenditure","Million euro (at constant 2010 prices)","20,902.62",""
"2014","Hungary","Total expenditure","Euro per inhabitant","2,121.01",""
"2014","Hungary","Total expenditure","Euro per inhabitant (at constant 2010 prices)","2,118.55",""
"2014","Hungary","Total expenditure","Million units of national currency","6,460,332.25",""
"2014","Hungary","Total expenditure","Percentage of gross domestic product (GDP)","19.9",""
"2014","Hungary","Total expenditure","Percentage of total expenditure","100.00",""
"2014","Hungary","Social protection benefits","Million euro","20,656.13",""
"2014","Hungary","Social protection benefits","Million euro (at constant 2010 prices)","20,632.20",""
"2014","Hungary","Social protection benefits","Euro per inhabitant","2,093.57",""
"2014","Hungary","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","2,091.14",""
"2014","Hungary","Social protection benefits","Million units of national currency","6,376,753.47",""
"2014","Hungary","Social protection benefits","Percentage of gross domestic product (GDP)","19.7",""
"2014","Hungary","Social protection benefits","Percentage of total expenditure","98.71",""
"2014","Hungary","Administration costs","Million euro","270.74",""
"2014","Hungary","Administration costs","Million euro (at constant 2010 prices)","270.42",""
"2014","Hungary","Administration costs","Euro per inhabitant","27.44",""
"2014","Hungary","Administration costs","Euro per inhabitant (at constant 2010 prices)","27.41",""
"2014","Hungary","Administration costs","Million units of national currency","83,578.78",""
"2014","Hungary","Administration costs","Percentage of gross domestic product (GDP)","0.3",""
"2014","Hungary","Administration costs","Percentage of total expenditure","1.29",""
"2014","Hungary","Other expenditure","Million euro","0.00",""
"2014","Hungary","Other expenditure","Million euro (at constant 2010 prices)","0.00",""
"2014","Hungary","Other expenditure","Euro per inhabitant","0.00",""
"2014","Hungary","Other expenditure","Euro per inhabitant (at constant 2010 prices)","0.00",""
"2014","Hungary","Other expenditure","Million units of national currency","0.00",""
"2014","Hungary","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2014","Hungary","Other expenditure","Percentage of total expenditure","0.00",""
"2014","Hungary","Sickness/Health care","Million euro","5,102.49",""
"2014","Hungary","Sickness/Health care","Million euro (at constant 2010 prices)","5,096.57",""
"2014","Hungary","Sickness/Health care","Euro per inhabitant","517.15",""
"2014","Hungary","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","516.56",""
"2014","Hungary","Sickness/Health care","Million units of national currency","1,575,188.68",""
"2014","Hungary","Sickness/Health care","Percentage of gross domestic product (GDP)","4.9",""
"2014","Hungary","Sickness/Health care","Percentage of total expenditure","24.38",""
"2014","Malta","Total expenditure","Million euro","1,535.41",""
"2014","Malta","Total expenditure","Million euro (at constant 2010 prices)","1,445.39",""
"2014","Malta","Total expenditure","Euro per inhabitant","3,592.75",""
"2014","Malta","Total expenditure","Euro per inhabitant (at constant 2010 prices)","3,382.11",""
"2014","Malta","Total expenditure","Million units of national currency","1,535.41",""
"2014","Malta","Total expenditure","Percentage of gross domestic product (GDP)","18.2",""
"2014","Malta","Total expenditure","Percentage of total expenditure","100.00",""
"2014","Malta","Social protection benefits","Million euro","1,519.38",""
"2014","Malta","Social protection benefits","Million euro (at constant 2010 prices)","1,430.30",""
"2014","Malta","Social protection benefits","Euro per inhabitant","3,555.23",""
"2014","Malta","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","3,346.79",""
"2014","Malta","Social protection benefits","Million units of national currency","1,519.38",""
"2014","Malta","Social protection benefits","Percentage of gross domestic product (GDP)","18.0",""
"2014","Malta","Social protection benefits","Percentage of total expenditure","98.96",""
"2014","Malta","Administration costs","Million euro","16.03","e"
"2014","Malta","Administration costs","Million euro (at constant 2010 prices)","15.09","e"
"2014","Malta","Administration costs","Euro per inhabitant","37.52","e"
"2014","Malta","Administration costs","Euro per inhabitant (at constant 2010 prices)","35.32","e"
"2014","Malta","Administration costs","Million units of national currency","16.03","e"
"2014","Malta","Administration costs","Percentage of gross domestic product (GDP)","0.2","e"
"2014","Malta","Administration costs","Percentage of total expenditure","1.04","e"
"2014","Malta","Other expenditure","Million euro","0.00",""
"2014","Malta","Other expenditure","Million euro (at constant 2010 prices)","0.00",""
"2014","Malta","Other expenditure","Euro per inhabitant","0.00",""
"2014","Malta","Other expenditure","Euro per inhabitant (at constant 2010 prices)","0.00",""
"2014","Malta","Other expenditure","Million units of national currency","0.00",""
"2014","Malta","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2014","Malta","Other expenditure","Percentage of total expenditure","0.00",""
"2014","Malta","Sickness/Health care","Million euro","498.96",""
"2014","Malta","Sickness/Health care","Million euro (at constant 2010 prices)","469.71",""
"2014","Malta","Sickness/Health care","Euro per inhabitant","1,167.53",""
"2014","Malta","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","1,099.08",""
"2014","Malta","Sickness/Health care","Million units of national currency","498.96",""
"2014","Malta","Sickness/Health care","Percentage of gross domestic product (GDP)","5.9",""
"2014","Malta","Sickness/Health care","Percentage of total expenditure","32.50",""
"2014","Netherlands","Total expenditure","Million euro","205,176.00",""
"2014","Netherlands","Total expenditure","Million euro (at constant 2010 prices)","193,554.96",""
"2014","Netherlands","Total expenditure","Euro per inhabitant","12,165.78",""
"2014","Netherlands","Total expenditure","Euro per inhabitant (at constant 2010 prices)","11,476.72",""
"2014","Netherlands","Total expenditure","Million units of national currency","205,176.00",""
"2014","Netherlands","Total expenditure","Percentage of gross domestic product (GDP)","30.9",""
"2014","Netherlands","Total expenditure","Percentage of total expenditure","100.00",""
"2014","Netherlands","Social protection benefits","Million euro","191,827.00",""
"2014","Netherlands","Social protection benefits","Million euro (at constant 2010 prices)","180,962.04",""
"2014","Netherlands","Social protection benefits","Euro per inhabitant","11,374.26",""
"2014","Netherlands","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","10,730.03",""
"2014","Netherlands","Social protection benefits","Million units of national currency","191,827.00",""
"2014","Netherlands","Social protection benefits","Percentage of gross domestic product (GDP)","28.9",""
"2014","Netherlands","Social protection benefits","Percentage of total expenditure","93.49",""
"2014","Netherlands","Administration costs","Million euro","11,284.00",""
"2014","Netherlands","Administration costs","Million euro (at constant 2010 prices)","10,644.88",""
"2014","Netherlands","Administration costs","Euro per inhabitant","669.08",""
"2014","Netherlands","Administration costs","Euro per inhabitant (at constant 2010 prices)","631.18",""
"2014","Netherlands","Administration costs","Million units of national currency","11,284.00",""
"2014","Netherlands","Administration costs","Percentage of gross domestic product (GDP)","1.7",""
"2014","Netherlands","Administration costs","Percentage of total expenditure","5.50",""
"2014","Netherlands","Other expenditure","Million euro","2,065.00",""
"2014","Netherlands","Other expenditure","Million euro (at constant 2010 prices)","1,948.04",""
"2014","Netherlands","Other expenditure","Euro per inhabitant","122.44",""
"2014","Netherlands","Other expenditure","Euro per inhabitant (at constant 2010 prices)","115.51",""
"2014","Netherlands","Other expenditure","Million units of national currency","2,065.00",""
"2014","Netherlands","Other expenditure","Percentage of gross domestic product (GDP)","0.3",""
"2014","Netherlands","Other expenditure","Percentage of total expenditure","1.01",""
"2014","Netherlands","Sickness/Health care","Million euro","66,457.00",""
"2014","Netherlands","Sickness/Health care","Million euro (at constant 2010 prices)","62,692.92",""
"2014","Netherlands","Sickness/Health care","Euro per inhabitant","3,940.53",""
"2014","Netherlands","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","3,717.34",""
"2014","Netherlands","Sickness/Health care","Million units of national currency","66,457.00",""
"2014","Netherlands","Sickness/Health care","Percentage of gross domestic product (GDP)","10.0",""
"2014","Netherlands","Sickness/Health care","Percentage of total expenditure","32.39",""
"2014","Austria","Total expenditure","Million euro","99,244.64",""
"2014","Austria","Total expenditure","Million euro (at constant 2010 prices)","90,464.19",""
"2014","Austria","Total expenditure","Euro per inhabitant","11,619.01",""
"2014","Austria","Total expenditure","Euro per inhabitant (at constant 2010 prices)","10,591.04",""
"2014","Austria","Total expenditure","Million units of national currency","99,244.64",""
"2014","Austria","Total expenditure","Percentage of gross domestic product (GDP)","30.0",""
"2014","Austria","Total expenditure","Percentage of total expenditure","100.00",""
"2014","Austria","Social protection benefits","Million euro","96,627.33",""
"2014","Austria","Social protection benefits","Million euro (at constant 2010 prices)","88,078.44",""
"2014","Austria","Social protection benefits","Euro per inhabitant","11,312.59",""
"2014","Austria","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","10,311.73",""
"2014","Austria","Social protection benefits","Million units of national currency","96,627.33",""
"2014","Austria","Social protection benefits","Percentage of gross domestic product (GDP)","29.2",""
"2014","Austria","Social protection benefits","Percentage of total expenditure","97.36",""
"2014","Austria","Administration costs","Million euro","1,912.71",""
"2014","Austria","Administration costs","Million euro (at constant 2010 prices)","1,743.49",""
"2014","Austria","Administration costs","Euro per inhabitant","223.93",""
"2014","Austria","Administration costs","Euro per inhabitant (at constant 2010 prices)","204.12",""
"2014","Austria","Administration costs","Million units of national currency","1,912.71",""
"2014","Austria","Administration costs","Percentage of gross domestic product (GDP)","0.6",""
"2014","Austria","Administration costs","Percentage of total expenditure","1.93",""
"2014","Austria","Other expenditure","Million euro","704.60",""
"2014","Austria","Other expenditure","Million euro (at constant 2010 prices)","642.26",""
"2014","Austria","Other expenditure","Euro per inhabitant","82.49",""
"2014","Austria","Other expenditure","Euro per inhabitant (at constant 2010 prices)","75.19",""
"2014","Austria","Other expenditure","Million units of national currency","704.60",""
"2014","Austria","Other expenditure","Percentage of gross domestic product (GDP)","0.2",""
"2014","Austria","Other expenditure","Percentage of total expenditure","0.71",""
"2014","Austria","Sickness/Health care","Million euro","24,410.72",""
"2014","Austria","Sickness/Health care","Million euro (at constant 2010 prices)","22,251.03",""
"2014","Austria","Sickness/Health care","Euro per inhabitant","2,857.87",""
"2014","Austria","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","2,605.03",""
"2014","Austria","Sickness/Health care","Million units of national currency","24,410.72",""
"2014","Austria","Sickness/Health care","Percentage of gross domestic product (GDP)","7.4",""
"2014","Austria","Sickness/Health care","Percentage of total expenditure","24.60",""
"2014","Poland","Total expenditure","Million euro","78,599.35",""
"2014","Poland","Total expenditure","Million euro (at constant 2010 prices)","75,800.06",""
"2014","Poland","Total expenditure","Euro per inhabitant","2,067.77",""
"2014","Poland","Total expenditure","Euro per inhabitant (at constant 2010 prices)","1,976.26",""
"2014","Poland","Total expenditure","Million units of national currency","328,883.28",""
"2014","Poland","Total expenditure","Percentage of gross domestic product (GDP)","19.1",""
"2014","Poland","Total expenditure","Percentage of total expenditure","100.00",""
"2014","Poland","Social protection benefits","Million euro","76,821.03",""
"2014","Poland","Social protection benefits","Million euro (at constant 2010 prices)","74,085.07",""
"2014","Poland","Social protection benefits","Euro per inhabitant","2,020.98",""
"2014","Poland","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","1,931.33",""
"2014","Poland","Social protection benefits","Million units of national currency","321,442.24",""
"2014","Poland","Social protection benefits","Percentage of gross domestic product (GDP)","18.7",""
"2014","Poland","Social protection benefits","Percentage of total expenditure","97.74",""
"2014","Poland","Administration costs","Million euro","1,735.07",""
"2014","Poland","Administration costs","Million euro (at constant 2010 prices)","1,673.27",""
"2014","Poland","Administration costs","Euro per inhabitant","45.65",""
"2014","Poland","Administration costs","Euro per inhabitant (at constant 2010 prices)","43.83",""
"2014","Poland","Administration costs","Million units of national currency","7,260.04",""
"2014","Poland","Administration costs","Percentage of gross domestic product (GDP)","0.4",""
"2014","Poland","Administration costs","Percentage of total expenditure","2.21",""
"2014","Poland","Other expenditure","Million euro","43.26",""
"2014","Poland","Other expenditure","Million euro (at constant 2010 prices)","41.72",""
"2014","Poland","Other expenditure","Euro per inhabitant","1.14",""
"2014","Poland","Other expenditure","Euro per inhabitant (at constant 2010 prices)","1.10",""
"2014","Poland","Other expenditure","Million units of national currency","181.00",""
"2014","Poland","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2014","Poland","Other expenditure","Percentage of total expenditure","0.06",""
"2014","Poland","Sickness/Health care","Million euro","16,352.72",""
"2014","Poland","Sickness/Health care","Million euro (at constant 2010 prices)","15,770.33",""
"2014","Poland","Sickness/Health care","Euro per inhabitant","430.20",""
"2014","Poland","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","412.99",""
"2014","Poland","Sickness/Health care","Million units of national currency","68,424.70",""
"2014","Poland","Sickness/Health care","Percentage of gross domestic product (GDP)","4.0",""
"2014","Poland","Sickness/Health care","Percentage of total expenditure","20.81",""
"2014","Portugal","Total expenditure","Million euro","46,492.10",""
"2014","Portugal","Total expenditure","Million euro (at constant 2010 prices)","45,133.57",""
"2014","Portugal","Total expenditure","Euro per inhabitant","4,469.94",""
"2014","Portugal","Total expenditure","Euro per inhabitant (at constant 2010 prices)","4,339.32",""
"2014","Portugal","Total expenditure","Million units of national currency","46,492.10",""
"2014","Portugal","Total expenditure","Percentage of gross domestic product (GDP)","26.9",""
"2014","Portugal","Total expenditure","Percentage of total expenditure","100.00",""
"2014","Portugal","Social protection benefits","Million euro","44,103.57",""
"2014","Portugal","Social protection benefits","Million euro (at constant 2010 prices)","42,814.84",""
"2014","Portugal","Social protection benefits","Euro per inhabitant","4,240.29",""
"2014","Portugal","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","4,116.39",""
"2014","Portugal","Social protection benefits","Million units of national currency","44,103.57",""
"2014","Portugal","Social protection benefits","Percentage of gross domestic product (GDP)","25.5",""
"2014","Portugal","Social protection benefits","Percentage of total expenditure","94.86",""
"2014","Portugal","Administration costs","Million euro","683.60",""
"2014","Portugal","Administration costs","Million euro (at constant 2010 prices)","663.63",""
"2014","Portugal","Administration costs","Euro per inhabitant","65.72",""
"2014","Portugal","Administration costs","Euro per inhabitant (at constant 2010 prices)","63.80",""
"2014","Portugal","Administration costs","Million units of national currency","683.60",""
"2014","Portugal","Administration costs","Percentage of gross domestic product (GDP)","0.4",""
"2014","Portugal","Administration costs","Percentage of total expenditure","1.47",""
"2014","Portugal","Other expenditure","Million euro","1,704.93",""
"2014","Portugal","Other expenditure","Million euro (at constant 2010 prices)","1,655.11",""
"2014","Portugal","Other expenditure","Euro per inhabitant","163.92",""
"2014","Portugal","Other expenditure","Euro per inhabitant (at constant 2010 prices)","159.13",""
"2014","Portugal","Other expenditure","Million units of national currency","1,704.93",""
"2014","Portugal","Other expenditure","Percentage of gross domestic product (GDP)","1.0",""
"2014","Portugal","Other expenditure","Percentage of total expenditure","3.67",""
"2014","Portugal","Sickness/Health care","Million euro","10,522.77",""
"2014","Portugal","Sickness/Health care","Million euro (at constant 2010 prices)","10,215.29",""
"2014","Portugal","Sickness/Health care","Euro per inhabitant","1,011.70",""
"2014","Portugal","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","982.14",""
"2014","Portugal","Sickness/Health care","Million units of national currency","10,522.77",""
"2014","Portugal","Sickness/Health care","Percentage of gross domestic product (GDP)","6.1",""
"2014","Portugal","Sickness/Health care","Percentage of total expenditure","22.63",""
"2014","Romania","Total expenditure","Million euro","22,185.19",""
"2014","Romania","Total expenditure","Million euro (at constant 2010 prices)","20,763.32",""
"2014","Romania","Total expenditure","Euro per inhabitant","1,114.33",""
"2014","Romania","Total expenditure","Euro per inhabitant (at constant 2010 prices)","1,042.91",""
"2014","Romania","Total expenditure","Million units of national currency","98,584.35",""
"2014","Romania","Total expenditure","Percentage of gross domestic product (GDP)","14.8",""
"2014","Romania","Total expenditure","Percentage of total expenditure","100.00",""
"2014","Romania","Social protection benefits","Million euro","21,711.98",""
"2014","Romania","Social protection benefits","Million euro (at constant 2010 prices)","20,320.44",""
"2014","Romania","Social protection benefits","Euro per inhabitant","1,090.56",""
"2014","Romania","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","1,020.67",""
"2014","Romania","Social protection benefits","Million units of national currency","96,481.53",""
"2014","Romania","Social protection benefits","Percentage of gross domestic product (GDP)","14.4",""
"2014","Romania","Social protection benefits","Percentage of total expenditure","97.87",""
"2014","Romania","Administration costs","Million euro","456.92",""
"2014","Romania","Administration costs","Million euro (at constant 2010 prices)","427.64",""
"2014","Romania","Administration costs","Euro per inhabitant","22.95",""
"2014","Romania","Administration costs","Euro per inhabitant (at constant 2010 prices)","21.48",""
"2014","Romania","Administration costs","Million units of national currency","2,030.42",""
"2014","Romania","Administration costs","Percentage of gross domestic product (GDP)","0.3",""
"2014","Romania","Administration costs","Percentage of total expenditure","2.06",""
"2014","Romania","Other expenditure","Million euro","16.29",""
"2014","Romania","Other expenditure","Million euro (at constant 2010 prices)","15.25",""
"2014","Romania","Other expenditure","Euro per inhabitant","0.82",""
"2014","Romania","Other expenditure","Euro per inhabitant (at constant 2010 prices)","0.77",""
"2014","Romania","Other expenditure","Million units of national currency","72.41",""
"2014","Romania","Other expenditure","Percentage of gross domestic product (GDP)","0.0",""
"2014","Romania","Other expenditure","Percentage of total expenditure","0.07",""
"2014","Romania","Sickness/Health care","Million euro","5,831.22",""
"2014","Romania","Sickness/Health care","Million euro (at constant 2010 prices)","5,457.49",""
"2014","Romania","Sickness/Health care","Euro per inhabitant","292.89",""
"2014","Romania","Sickness/Health care","Euro per inhabitant (at constant 2010 prices)","274.12",""
"2014","Romania","Sickness/Health care","Million units of national currency","25,912.18",""
"2014","Romania","Sickness/Health care","Percentage of gross domestic product (GDP)","3.9",""
"2014","Romania","Sickness/Health care","Percentage of total expenditure","26.28",""
"2014","Slovenia","Total expenditure","Million euro","8,991.15","p"
"2014","Slovenia","Total expenditure","Million euro (at constant 2010 prices)","8,742.76","p"
"2014","Slovenia","Total expenditure","Euro per inhabitant","4,360.44","p"
"2014","Slovenia","Total expenditure","Euro per inhabitant (at constant 2010 prices)","4,239.99","p"
"2014","Slovenia","Total expenditure","Million units of national currency","8,991.15","p"
"2014","Slovenia","Total expenditure","Percentage of gross domestic product (GDP)","24.1","p"
"2014","Slovenia","Total expenditure","Percentage of total expenditure","100.00","p"
"2014","Slovenia","Social protection benefits","Million euro","8,829.55","p"
"2014","Slovenia","Social protection benefits","Million euro (at constant 2010 prices)","8,585.63","p"
"2014","Slovenia","Social protection benefits","Euro per inhabitant","4,282.07","p"
"2014","Slovenia","Social protection benefits","Euro per inhabitant (at constant 2010 prices)","4,163.78","p"
"2014","Slovenia","Social protection benefits","Million units of national currency","8,829.55","p"
"2014","Slovenia","Social protection benefits","Percentage of gross domestic product (GDP)","23.7","p"
"2014","Slovenia","Social protection benefits","Percentage of total expenditure","98.20","p"
"2014","Slovenia","Administration costs","Million euro","142.45","p"
"2014","Slovenia","Administration costs","Million euro (at constant 2010 prices)","138.52","p"
"2014","Slovenia","Administration costs","Euro per inhabitant","69.09","p"
"2014","Slovenia","Administration costs","Euro per inhabitant (at constant 2010 prices)","67.18","p"
"2014","Slovenia","Administration costs","Million units of national currency","142.45","p"
"2014","Slovenia","Administration costs","Percentage of gross domestic product (GDP)","0.4","p"
"2014","Slovenia","Administration costs","Percentage of total expenditure","1.58","p"
"2014","Slovenia","Other expenditure","Million euro","19.14","p"
"2014","Slovenia","Other expenditure","Million euro (at constant 2010 prices)","18.62","p"
"2014","Slovenia","Other expenditure","Euro per inhabitant","9.28","p"
"2014","Slovenia","Other expenditure","Euro per inhabitant (at constant 2010 prices)","9.03","p"
"2014","Slovenia","Other expenditure","Million units of national currency","19.14","p"
"2014","Slovenia","Other expenditure","Percentage of gross domestic product (GDP)","0.1","p"
"2014","Slovenia","Other expenditure","Percentage of total expenditure","0.21","p"
"2014","Slovenia","Sickness/Health care","Million euro","2,722.74","p"
"2014","Slovenia","Sickness/Health care","Million euro (at constant 2010 prices)","2,647.52","p"
