"TIME","GEO","INDIC_IL","SEX","AGE","Value","Flag and Footnotes"
"2013","Cyprus","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","24.5",""
"2013","Cyprus","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","22.6",""
"2013","Cyprus","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","26.7",""
"2013","Cyprus","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","22.0",""
"2013","Cyprus","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","19.1",""
"2013","Cyprus","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","25.9",""
"2013","Cyprus","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","28.3",""
"2013","Cyprus","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","24.5",""
"2013","Cyprus","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","29.2",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","26.0",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","32.6",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","25.2",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","22.2",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.2",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","33.7",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","25.2",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","12.9",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","26.6",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","31.5",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","25.3",""
"2013","Latvia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","26.6",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","30.3",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","40.7",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","29.4",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","23.0",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","29.3",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","39.9",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","29.3",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","13.8",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","31.2",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","41.5",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","29.6",""
"2013","Lithuania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","27.8",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","29.4",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","44.5",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","28.2",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","9.2",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","29.1",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","46.1",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","26.8",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","8.5",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","29.7",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","42.9",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","29.6",""
"2013","Luxembourg","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","9.7",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","27.0",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","43.8",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","27.2",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","7.6",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","27.9",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","44.8",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","27.5",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","4.8",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","26.1",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","42.8",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","27.0",""
"2013","Hungary","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","9.3",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","23.3",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","33.7",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","20.0",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","25.1",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","21.9",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","33.2",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","18.2",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","23.7",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","24.8",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","34.2",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","21.8",""
"2013","Malta","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","26.3",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","20.8",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","23.9",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","22.4",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","11.0",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","19.8",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","24.4",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","20.7",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","9.4",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","21.9",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","23.4",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","24.0",""
"2013","Netherlands","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","12.3",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","25.9",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","39.5",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","24.0",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","18.4",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.2",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","39.2",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","23.6",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","14.7",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","26.5",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","39.8",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","24.4",""
"2013","Austria","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","21.2",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","23.0",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","29.9",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","22.8",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","14.7",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","23.0",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","29.8",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","23.3",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","9.9",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","22.9",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","30.1",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","22.4",""
"2013","Poland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","17.7",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","25.5",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","31.7",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","26.3",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","17.4",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.9",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","31.6",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","26.7",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","16.2",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","25.2",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","31.9",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","25.8",""
"2013","Portugal","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","18.2",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","28.2",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","42.3",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","27.1",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","16.1",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","28.2",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","41.4",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","28.0",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","10.1",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","28.1",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","43.3",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","26.2",""
"2013","Romania","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","20.2",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","25.3",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","26.8",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","23.6",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","31.0",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","24.5",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","27.3",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","23.3",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","25.9",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","26.2",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","26.2",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","23.8",""
"2013","Slovenia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","34.5",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","20.1",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","30.6",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","19.3",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","9.6",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","20.0",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","30.4",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","19.0",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","6.4",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","20.1",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","30.8",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","19.7",""
"2013","Slovakia","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","11.4",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","26.4",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","29.2",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","26.8",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","22.1",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.9",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","29.1",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","27.3",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","16.4",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","26.9",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","29.2",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","26.3",""
"2013","Finland","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","26.4",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","27.1",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","31.2",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","26.8",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","23.4",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","25.2",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","30.9",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","From 18 to 64 years","25.9",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","65 years or over","14.8",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Total","29.1",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","Less than 18 years","31.6",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","From 18 to 64 years","27.6",""
"2013","Sweden","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Females","65 years or over","30.5",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Total","30.1",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","Less than 18 years","44.2",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","From 18 to 64 years","27.5",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Total","65 years or over","23.3",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Total","28.4",""
"2013","United Kingdom","At risk of poverty rate before social transfers (pensions excluded from social transfers) (cut-off point: 60% of median equivalised income after social transfers)","Males","Less than 18 years","43.1",""
